"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Saint Vincent and the Grenadines","Area per capita","1999","ha/cap","0.05",""
"Saint Vincent and the Grenadines","Area per capita","1998","ha/cap","0.05",""
"Saint Vincent and the Grenadines","Area per capita","1997","ha/cap","0.05",""
"Saint Vincent and the Grenadines","Area per capita","1996","ha/cap","0.06",""
"Saint Vincent and the Grenadines","Area per capita","1995","ha/cap","0.06",""
"Saint Vincent and the Grenadines","Area per capita","1994","ha/cap","0.06",""
"Saint Vincent and the Grenadines","Area per capita","1993","ha/cap","0.07",""
"Saint Vincent and the Grenadines","Area per capita","1992","ha/cap","0.07",""
"Saint Vincent and the Grenadines","Area per capita","1991","ha/cap","0.07",""
"Saint Vincent and the Grenadines","Area per capita","1990","ha/cap","0.08",""
"Saint Vincent and the Grenadines","Area per capita","1989","ha/cap","0.08",""
"Saint Vincent and the Grenadines","Area per capita","1988","ha/cap","0.08",""
"Saint Vincent and the Grenadines","Area per capita","1987","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1986","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1985","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1984","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1983","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1982","ha/cap","0.08",""
"Saint Vincent and the Grenadines","Area per capita","1981","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1980","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1979","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1978","ha/cap","0.08",""
"Saint Vincent and the Grenadines","Area per capita","1977","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1976","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1975","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1974","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1973","ha/cap","0.09",""
"Saint Vincent and the Grenadines","Area per capita","1972","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1971","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1970","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1969","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1968","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1967","ha/cap","0.11",""
"Saint Vincent and the Grenadines","Area per capita","1966","ha/cap","0.11",""
"Saint Vincent and the Grenadines","Area per capita","1965","ha/cap","0.11",""
"Saint Vincent and the Grenadines","Area per capita","1964","ha/cap","0.11",""
"Saint Vincent and the Grenadines","Area per capita","1963","ha/cap","0.11",""
"Saint Vincent and the Grenadines","Area per capita","1962","ha/cap","0.10",""
"Saint Vincent and the Grenadines","Area per capita","1961","ha/cap","0.11",""
"Samoa","Area","2021","1000 ha","43.00",""
"Samoa","Area","2020","1000 ha","43.00",""
"Samoa","Area","2019","1000 ha","43.00",""
"Samoa","Area","2018","1000 ha","47.35",""
"Samoa","Area","2017","1000 ha","52.76",""
"Samoa","Area","2016","1000 ha","58.15",""
"Samoa","Area","2015","1000 ha","63.54",""
"Samoa","Area","2014","1000 ha","57.50",""
"Samoa","Area","2013","1000 ha","52.00",""
"Samoa","Area","2012","1000 ha","46.50",""
"Samoa","Area","2011","1000 ha","41.00",""
"Samoa","Area","2010","1000 ha","35.50",""
"Samoa","Area","2009","1000 ha","29.90",""
"Samoa","Area","2008","1000 ha","32.00",""
"Samoa","Area","2007","1000 ha","34.50",""
"Samoa","Area","2006","1000 ha","36.20",""
"Samoa","Area","2005","1000 ha","38.00",""
"Samoa","Area","2004","1000 ha","40.00",""
"Samoa","Area","2003","1000 ha","42.00",""
"Samoa","Area","2002","1000 ha","44.00",""
"Samoa","Area","2001","1000 ha","45.00",""
"Samoa","Area","2000","1000 ha","45.00",""
"Samoa","Area","1999","1000 ha","48.30",""
"Samoa","Area","1998","1000 ha","49.00",""
"Samoa","Area","1997","1000 ha","49.00",""
"Samoa","Area","1996","1000 ha","49.00",""
"Samoa","Area","1995","1000 ha","49.00",""
"Samoa","Area","1994","1000 ha","49.00",""
"Samoa","Area","1993","1000 ha","50.00",""
"Samoa","Area","1992","1000 ha","50.00",""
"Samoa","Area","1991","1000 ha","52.00",""
"Samoa","Area","1990","1000 ha","52.00",""
"Samoa","Area","1989","1000 ha","52.20",""
"Samoa","Area","1988","1000 ha","76.00",""
"Samoa","Area","1987","1000 ha","75.70",""
"Samoa","Area","1986","1000 ha","77.40",""
"Samoa","Area","1985","1000 ha","77.00",""
"Samoa","Area","1984","1000 ha","77.00",""
"Samoa","Area","1983","1000 ha","76.60",""
"Samoa","Area","1982","1000 ha","76.00",""
"Samoa","Area","1981","1000 ha","76.00",""
"Samoa","Area","1980","1000 ha","73.00",""
"Samoa","Area","1979","1000 ha","72.50",""
"Samoa","Area","1978","1000 ha","70.00",""
"Samoa","Area","1977","1000 ha","70.00",""
"Samoa","Area","1976","1000 ha","68.00",""
"Samoa","Area","1975","1000 ha","64.00",""
"Samoa","Area","1974","1000 ha","63.00",""
"Samoa","Area","1973","1000 ha","63.00",""
"Samoa","Area","1972","1000 ha","63.00",""
"Samoa","Area","1971","1000 ha","63.00",""
"Samoa","Area","1970","1000 ha","62.50",""
"Samoa","Area","1969","1000 ha","62.00",""
"Samoa","Area","1968","1000 ha","62.00",""
"Samoa","Area","1967","1000 ha","61.00",""
"Samoa","Area","1966","1000 ha","61.00",""
"Samoa","Area","1965","1000 ha","61.00",""
"Samoa","Area","1964","1000 ha","56.00",""
"Samoa","Area","1963","1000 ha","56.00",""
"Samoa","Area","1962","1000 ha","56.00",""
"Samoa","Area","1961","1000 ha","55.00",""
"Samoa","Share in Agricultural land","2021","%","87.03",""
"Samoa","Share in Agricultural land","2020","%","87.03",""
"Samoa","Share in Agricultural land","2019","%","87.03",""
"Samoa","Share in Agricultural land","2018","%","85.83",""
"Samoa","Share in Agricultural land","2017","%","85.10",""
"Samoa","Share in Agricultural land","2016","%","84.51",""
"Samoa","Share in Agricultural land","2015","%","84.03",""
"Samoa","Share in Agricultural land","2014","%","85.19",""
"Samoa","Share in Agricultural land","2013","%","85.25",""
"Samoa","Share in Agricultural land","2012","%","85.32",""
"Samoa","Share in Agricultural land","2011","%","85.42",""
"Samoa","Share in Agricultural land","2010","%","85.54",""
"Samoa","Share in Agricultural land","2009","%","85.67",""
"Samoa","Share in Agricultural land","2008","%","86.49",""
"Samoa","Share in Agricultural land","2007","%","89.61",""
"Samoa","Share in Agricultural land","2006","%","90.05",""
"Samoa","Share in Agricultural land","2005","%","90.48",""
"Samoa","Share in Agricultural land","2004","%","93.02",""
"Samoa","Share in Agricultural land","2003","%","93.33",""
"Samoa","Share in Agricultural land","2002","%","93.62",""
"Samoa","Share in Agricultural land","2001","%","93.75",""
"Samoa","Share in Agricultural land","2000","%","93.75",""
"Samoa","Share in Agricultural land","1999","%","95.08",""
"Samoa","Share in Agricultural land","1998","%","96.08",""
"Samoa","Share in Agricultural land","1997","%","96.08",""
"Samoa","Share in Agricultural land","1996","%","96.08",""
"Samoa","Share in Agricultural land","1995","%","96.08",""
"Samoa","Share in Agricultural land","1994","%","96.08",""
"Samoa","Share in Agricultural land","1993","%","96.15",""
"Samoa","Share in Agricultural land","1992","%","96.15",""
"Samoa","Share in Agricultural land","1991","%","96.30",""
"Samoa","Share in Agricultural land","1990","%","96.30",""
"Samoa","Share in Agricultural land","1989","%","96.31",""
"Samoa","Share in Agricultural land","1988","%","98.70",""
"Samoa","Share in Agricultural land","1987","%","98.70",""
"Samoa","Share in Agricultural land","1986","%","98.72",""
"Samoa","Share in Agricultural land","1985","%","98.72",""
"Samoa","Share in Agricultural land","1984","%","98.72",""
"Samoa","Share in Agricultural land","1983","%","98.71",""
"Samoa","Share in Agricultural land","1982","%","98.70",""
"Samoa","Share in Agricultural land","1981","%","98.70",""
"Samoa","Share in Agricultural land","1980","%","98.65",""
"Samoa","Share in Agricultural land","1979","%","98.64",""
"Samoa","Share in Agricultural land","1978","%","98.59",""
"Samoa","Share in Agricultural land","1977","%","98.59",""
"Samoa","Share in Agricultural land","1976","%","98.55",""
"Samoa","Share in Agricultural land","1975","%","98.46",""
"Samoa","Share in Agricultural land","1974","%","98.44",""
"Samoa","Share in Agricultural land","1973","%","98.44",""
"Samoa","Share in Agricultural land","1972","%","98.44",""
"Samoa","Share in Agricultural land","1971","%","98.44",""
"Samoa","Share in Agricultural land","1970","%","98.43",""
"Samoa","Share in Agricultural land","1969","%","98.41",""
"Samoa","Share in Agricultural land","1968","%","98.41",""
"Samoa","Share in Agricultural land","1967","%","98.39",""
"Samoa","Share in Agricultural land","1966","%","98.39",""
"Samoa","Share in Agricultural land","1965","%","98.39",""
"Samoa","Share in Agricultural land","1964","%","98.25",""
"Samoa","Share in Agricultural land","1963","%","98.25",""
"Samoa","Share in Agricultural land","1962","%","98.25",""
"Samoa","Share in Agricultural land","1961","%","98.21",""
"Samoa","Share in Land area","2021","%","15.47",""
"Samoa","Share in Land area","2020","%","15.47",""
"Samoa","Share in Land area","2019","%","15.47",""
"Samoa","Share in Land area","2018","%","17.03",""
"Samoa","Share in Land area","2017","%","18.98",""
"Samoa","Share in Land area","2016","%","20.55",""
"Samoa","Share in Land area","2015","%","22.45",""
"Samoa","Share in Land area","2014","%","20.32",""
"Samoa","Share in Land area","2013","%","18.37",""
"Samoa","Share in Land area","2012","%","16.43",""
"Samoa","Share in Land area","2011","%","14.49",""
"Samoa","Share in Land area","2010","%","12.54",""
"Samoa","Share in Land area","2009","%","10.57",""
"Samoa","Share in Land area","2008","%","11.31",""
"Samoa","Share in Land area","2007","%","12.19",""
"Samoa","Share in Land area","2006","%","12.79",""
"Samoa","Share in Land area","2005","%","13.43",""
"Samoa","Share in Land area","2004","%","14.13",""
"Samoa","Share in Land area","2003","%","14.84",""
"Samoa","Share in Land area","2002","%","15.55",""
"Samoa","Share in Land area","2001","%","15.90",""
"Samoa","Share in Land area","2000","%","15.90",""
"Samoa","Share in Land area","1999","%","17.07",""
"Samoa","Share in Land area","1998","%","17.31",""
"Samoa","Share in Land area","1997","%","17.31",""
"Samoa","Share in Land area","1996","%","17.31",""
"Samoa","Share in Land area","1995","%","17.31",""
"Samoa","Share in Land area","1994","%","17.31",""
"Samoa","Share in Land area","1993","%","17.67",""
"Samoa","Share in Land area","1992","%","17.67",""
"Samoa","Share in Land area","1991","%","18.37",""
"Samoa","Share in Land area","1990","%","18.37",""
"Samoa","Share in Land area","1989","%","18.45",""
"Samoa","Share in Land area","1988","%","26.86",""
"Samoa","Share in Land area","1987","%","26.75",""
"Samoa","Share in Land area","1986","%","27.35",""
"Samoa","Share in Land area","1985","%","27.21",""
"Samoa","Share in Land area","1984","%","27.21",""
"Samoa","Share in Land area","1983","%","27.07",""
"Samoa","Share in Land area","1982","%","26.86",""
"Samoa","Share in Land area","1981","%","26.86",""
"Samoa","Share in Land area","1980","%","25.80",""
"Samoa","Share in Land area","1979","%","25.62",""
"Samoa","Share in Land area","1978","%","24.73",""
"Samoa","Share in Land area","1977","%","24.73",""
"Samoa","Share in Land area","1976","%","24.03",""
"Samoa","Share in Land area","1975","%","22.61",""
"Samoa","Share in Land area","1974","%","22.26",""
"Samoa","Share in Land area","1973","%","22.26",""
"Samoa","Share in Land area","1972","%","22.26",""
"Samoa","Share in Land area","1971","%","22.26",""
"Samoa","Share in Land area","1970","%","22.08",""
"Samoa","Share in Land area","1969","%","21.91",""
"Samoa","Share in Land area","1968","%","21.91",""
"Samoa","Share in Land area","1967","%","21.55",""
"Samoa","Share in Land area","1966","%","21.55",""
"Samoa","Share in Land area","1965","%","21.55",""
"Samoa","Share in Land area","1964","%","19.79",""
"Samoa","Share in Land area","1963","%","19.79",""
"Samoa","Share in Land area","1962","%","19.79",""
"Samoa","Share in Land area","1961","%","19.43",""
"Samoa","Area per capita","2021","ha/cap","0.20",""
"Samoa","Area per capita","2020","ha/cap","0.20",""
"Samoa","Area per capita","2019","ha/cap","0.20",""
"Samoa","Area per capita","2018","ha/cap","0.23",""
"Samoa","Area per capita","2017","ha/cap","0.25",""
"Samoa","Area per capita","2016","ha/cap","0.28",""
"Samoa","Area per capita","2015","ha/cap","0.31",""
"Samoa","Area per capita","2014","ha/cap","0.29",""
"Samoa","Area per capita","2013","ha/cap","0.26",""
"Samoa","Area per capita","2012","ha/cap","0.23",""
"Samoa","Area per capita","2011","ha/cap","0.21",""
"Samoa","Area per capita","2010","ha/cap","0.18",""
"Samoa","Area per capita","2009","ha/cap","0.15",""
"Samoa","Area per capita","2008","ha/cap","0.17",""
"Samoa","Area per capita","2007","ha/cap","0.18",""
"Samoa","Area per capita","2006","ha/cap","0.19",""
"Samoa","Area per capita","2005","ha/cap","0.20",""
"Samoa","Area per capita","2004","ha/cap","0.21",""
"Samoa","Area per capita","2003","ha/cap","0.22",""
"Samoa","Area per capita","2002","ha/cap","0.24",""
"Samoa","Area per capita","2001","ha/cap","0.24",""
"Samoa","Area per capita","2000","ha/cap","0.24",""
"Samoa","Area per capita","1999","ha/cap","0.27",""
"Samoa","Area per capita","1998","ha/cap","0.27",""
"Samoa","Area per capita","1997","ha/cap","0.27",""
"Samoa","Area per capita","1996","ha/cap","0.28",""
"Samoa","Area per capita","1995","ha/cap","0.28",""
"Samoa","Area per capita","1994","ha/cap","0.28",""
"Samoa","Area per capita","1993","ha/cap","0.29",""
"Samoa","Area per capita","1992","ha/cap","0.29",""
"Samoa","Area per capita","1991","ha/cap","0.31",""
"Samoa","Area per capita","1990","ha/cap","0.31",""
"Samoa","Area per capita","1989","ha/cap","0.31",""
"Samoa","Area per capita","1988","ha/cap","0.45",""
"Samoa","Area per capita","1987","ha/cap","0.45",""
"Samoa","Area per capita","1986","ha/cap","0.47",""
"Samoa","Area per capita","1985","ha/cap","0.46",""
"Samoa","Area per capita","1984","ha/cap","0.46",""
"Samoa","Area per capita","1983","ha/cap","0.46",""
"Samoa","Area per capita","1982","ha/cap","0.46",""
"Samoa","Area per capita","1981","ha/cap","0.46",""
"Samoa","Area per capita","1980","ha/cap","0.44",""
"Samoa","Area per capita","1979","ha/cap","0.44",""
"Samoa","Area per capita","1978","ha/cap","0.43",""
"Samoa","Area per capita","1977","ha/cap","0.44",""
"Samoa","Area per capita","1976","ha/cap","0.43",""
"Samoa","Area per capita","1975","ha/cap","0.41",""
"Samoa","Area per capita","1974","ha/cap","0.41",""
"Samoa","Area per capita","1973","ha/cap","0.42",""
"Samoa","Area per capita","1972","ha/cap","0.43",""
"Samoa","Area per capita","1971","ha/cap","0.43",""
"Samoa","Area per capita","1970","ha/cap","0.44",""
"Samoa","Area per capita","1969","ha/cap","0.44",""
"Samoa","Area per capita","1968","ha/cap","0.45",""
"Samoa","Area per capita","1967","ha/cap","0.45",""
"Samoa","Area per capita","1966","ha/cap","0.46",""
"Samoa","Area per capita","1965","ha/cap","0.47",""
"Samoa","Area per capita","1964","ha/cap","0.44",""
"Samoa","Area per capita","1963","ha/cap","0.45",""
"Samoa","Area per capita","1962","ha/cap","0.47",""
"Samoa","Area per capita","1961","ha/cap","0.47",""
"San Marino","Area","2021","1000 ha","2.30",""
"San Marino","Area","2020","1000 ha","2.30",""
"San Marino","Area","2019","1000 ha","2.30",""
"San Marino","Area","2018","1000 ha","2.30",""
"San Marino","Area","2017","1000 ha","2.30",""
"San Marino","Area","2016","1000 ha","2.30",""
"San Marino","Area","2015","1000 ha","2.30",""
"San Marino","Area","2014","1000 ha","1.00",""
"San Marino","Area","2013","1000 ha","1.00",""
"San Marino","Area","2012","1000 ha","1.00",""
"San Marino","Area","2011","1000 ha","1.00",""
"San Marino","Area","2010","1000 ha","1.00",""
"San Marino","Area","2009","1000 ha","1.00",""
"San Marino","Area","2008","1000 ha","1.00",""
"San Marino","Area","2007","1000 ha","1.00",""
"San Marino","Area","2006","1000 ha","1.00",""
"San Marino","Area","2005","1000 ha","1.00",""
"San Marino","Area","2004","1000 ha","1.00",""
"San Marino","Area","2003","1000 ha","1.00",""
"San Marino","Area","2002","1000 ha","1.00",""
"San Marino","Area","2001","1000 ha","1.00",""
"San Marino","Area","2000","1000 ha","1.00",""
"San Marino","Area","1999","1000 ha","1.00",""
"San Marino","Area","1998","1000 ha","1.00",""
"San Marino","Area","1997","1000 ha","1.00",""
"San Marino","Area","1996","1000 ha","1.00",""
"San Marino","Area","1995","1000 ha","1.00",""
"San Marino","Area","1994","1000 ha","1.00",""
"San Marino","Area","1993","1000 ha","1.00",""
"San Marino","Area","1992","1000 ha","1.00",""
"San Marino","Area","1991","1000 ha","1.00",""
"San Marino","Area","1990","1000 ha","1.00",""
"San Marino","Area","1989","1000 ha","1.00",""
"San Marino","Area","1988","1000 ha","1.00",""
"San Marino","Area","1987","1000 ha","1.00",""
"San Marino","Area","1986","1000 ha","1.00",""
"San Marino","Area","1985","1000 ha","1.00",""
"San Marino","Area","1984","1000 ha","1.00",""
"San Marino","Area","1983","1000 ha","1.00",""
"San Marino","Area","1982","1000 ha","1.00",""
"San Marino","Area","1981","1000 ha","1.00",""
"San Marino","Area","1980","1000 ha","1.00",""
"San Marino","Area","1979","1000 ha","1.00",""
"San Marino","Area","1978","1000 ha","1.00",""
"San Marino","Area","1977","1000 ha","1.00",""
"San Marino","Area","1976","1000 ha","1.00",""
"San Marino","Area","1975","1000 ha","1.00",""
"San Marino","Area","1974","1000 ha","1.00",""
"San Marino","Area","1973","1000 ha","1.00",""
"San Marino","Area","1972","1000 ha","1.00",""
"San Marino","Area","1971","1000 ha","1.00",""
"San Marino","Area","1970","1000 ha","1.00",""
"San Marino","Area","1969","1000 ha","1.00",""
"San Marino","Area","1968","1000 ha","1.00",""
"San Marino","Area","1967","1000 ha","1.00",""
"San Marino","Area","1966","1000 ha","1.00",""
"San Marino","Area","1965","1000 ha","1.00",""
"San Marino","Area","1964","1000 ha","1.00",""
"San Marino","Area","1963","1000 ha","1.00",""
"San Marino","Area","1962","1000 ha","1.00",""
"San Marino","Area","1961","1000 ha","1.00",""
"San Marino","Share in Agricultural land","2021","%","100.00",""
"San Marino","Share in Agricultural land","2020","%","100.00",""
"San Marino","Share in Agricultural land","2019","%","100.00",""
"San Marino","Share in Agricultural land","2018","%","100.00",""
"San Marino","Share in Agricultural land","2017","%","100.00",""
"San Marino","Share in Agricultural land","2016","%","100.00",""
"San Marino","Share in Agricultural land","2015","%","100.00",""
"San Marino","Share in Agricultural land","2014","%","100.00",""
"San Marino","Share in Agricultural land","2013","%","100.00",""
"San Marino","Share in Agricultural land","2012","%","100.00",""
"San Marino","Share in Agricultural land","2011","%","100.00",""
"San Marino","Share in Agricultural land","2010","%","100.00",""
"San Marino","Share in Agricultural land","2009","%","100.00",""
"San Marino","Share in Agricultural land","2008","%","100.00",""
"San Marino","Share in Agricultural land","2007","%","100.00",""
"San Marino","Share in Agricultural land","2006","%","100.00",""
"San Marino","Share in Agricultural land","2005","%","100.00",""
"San Marino","Share in Agricultural land","2004","%","100.00",""
"San Marino","Share in Agricultural land","2003","%","100.00",""
"San Marino","Share in Agricultural land","2002","%","100.00",""
"San Marino","Share in Agricultural land","2001","%","100.00",""
"San Marino","Share in Agricultural land","2000","%","100.00",""
"San Marino","Share in Agricultural land","1999","%","100.00",""
"San Marino","Share in Agricultural land","1998","%","100.00",""
"San Marino","Share in Agricultural land","1997","%","100.00",""
"San Marino","Share in Agricultural land","1996","%","100.00",""
"San Marino","Share in Agricultural land","1995","%","100.00",""
"San Marino","Share in Agricultural land","1994","%","100.00",""
"San Marino","Share in Agricultural land","1993","%","100.00",""
"San Marino","Share in Agricultural land","1992","%","100.00",""
"San Marino","Share in Agricultural land","1991","%","100.00",""
"San Marino","Share in Agricultural land","1990","%","100.00",""
"San Marino","Share in Agricultural land","1989","%","100.00",""
"San Marino","Share in Agricultural land","1988","%","100.00",""
"San Marino","Share in Agricultural land","1987","%","100.00",""
"San Marino","Share in Agricultural land","1986","%","100.00",""
"San Marino","Share in Agricultural land","1985","%","100.00",""
"San Marino","Share in Agricultural land","1984","%","100.00",""
"San Marino","Share in Agricultural land","1983","%","100.00",""
"San Marino","Share in Agricultural land","1982","%","100.00",""
"San Marino","Share in Agricultural land","1981","%","100.00",""
"San Marino","Share in Agricultural land","1980","%","100.00",""
"San Marino","Share in Agricultural land","1979","%","100.00",""
"San Marino","Share in Agricultural land","1978","%","100.00",""
"San Marino","Share in Agricultural land","1977","%","100.00",""
"San Marino","Share in Agricultural land","1976","%","100.00",""
"San Marino","Share in Agricultural land","1975","%","100.00",""
"San Marino","Share in Agricultural land","1974","%","100.00",""
"San Marino","Share in Agricultural land","1973","%","100.00",""
"San Marino","Share in Agricultural land","1972","%","100.00",""
"San Marino","Share in Agricultural land","1971","%","100.00",""
"San Marino","Share in Agricultural land","1970","%","100.00",""
"San Marino","Share in Agricultural land","1969","%","100.00",""
"San Marino","Share in Agricultural land","1968","%","100.00",""
"San Marino","Share in Agricultural land","1967","%","100.00",""
"San Marino","Share in Agricultural land","1966","%","100.00",""
"San Marino","Share in Agricultural land","1965","%","100.00",""
"San Marino","Share in Agricultural land","1964","%","100.00",""
"San Marino","Share in Agricultural land","1963","%","100.00",""
"San Marino","Share in Agricultural land","1962","%","100.00",""
"San Marino","Share in Agricultural land","1961","%","100.00",""
"San Marino","Share in Land area","2021","%","38.33",""
"San Marino","Share in Land area","2020","%","38.33",""
"San Marino","Share in Land area","2019","%","38.33",""
"San Marino","Share in Land area","2018","%","38.33",""
"San Marino","Share in Land area","2017","%","38.33",""
"San Marino","Share in Land area","2016","%","38.33",""
"San Marino","Share in Land area","2015","%","38.33",""
"San Marino","Share in Land area","2014","%","16.67",""
"San Marino","Share in Land area","2013","%","16.67",""
"San Marino","Share in Land area","2012","%","16.67",""
"San Marino","Share in Land area","2011","%","16.67",""
"San Marino","Share in Land area","2010","%","16.67",""
"San Marino","Share in Land area","2009","%","16.67",""
"San Marino","Share in Land area","2008","%","16.67",""
"San Marino","Share in Land area","2007","%","16.67",""
"San Marino","Share in Land area","2006","%","16.67",""
"San Marino","Share in Land area","2005","%","16.67",""
"San Marino","Share in Land area","2004","%","16.67",""
"San Marino","Share in Land area","2003","%","16.67",""
"San Marino","Share in Land area","2002","%","16.67",""
"San Marino","Share in Land area","2001","%","16.67",""
"San Marino","Share in Land area","2000","%","16.67",""
"San Marino","Share in Land area","1999","%","16.67",""
"San Marino","Share in Land area","1998","%","16.67",""
"San Marino","Share in Land area","1997","%","16.67",""
"San Marino","Share in Land area","1996","%","16.67",""
"San Marino","Share in Land area","1995","%","16.67",""
"San Marino","Share in Land area","1994","%","16.67",""
"San Marino","Share in Land area","1993","%","16.67",""
"San Marino","Share in Land area","1992","%","16.67",""
"San Marino","Share in Land area","1991","%","16.67",""
"San Marino","Share in Land area","1990","%","16.67",""
"San Marino","Share in Land area","1989","%","16.67",""
"San Marino","Share in Land area","1988","%","16.67",""
"San Marino","Share in Land area","1987","%","16.67",""
"San Marino","Share in Land area","1986","%","16.67",""
"San Marino","Share in Land area","1985","%","16.67",""
"San Marino","Share in Land area","1984","%","16.67",""
"San Marino","Share in Land area","1983","%","16.67",""
"San Marino","Share in Land area","1982","%","16.67",""
"San Marino","Share in Land area","1981","%","16.67",""
"San Marino","Share in Land area","1980","%","16.67",""
"San Marino","Share in Land area","1979","%","16.67",""
"San Marino","Share in Land area","1978","%","16.67",""
"San Marino","Share in Land area","1977","%","16.67",""
"San Marino","Share in Land area","1976","%","16.67",""
"San Marino","Share in Land area","1975","%","16.67",""
"San Marino","Share in Land area","1974","%","16.67",""
"San Marino","Share in Land area","1973","%","16.67",""
"San Marino","Share in Land area","1972","%","16.67",""
"San Marino","Share in Land area","1971","%","16.67",""
"San Marino","Share in Land area","1970","%","16.67",""
"San Marino","Share in Land area","1969","%","16.67",""
"San Marino","Share in Land area","1968","%","16.67",""
"San Marino","Share in Land area","1967","%","16.67",""
"San Marino","Share in Land area","1966","%","16.67",""
"San Marino","Share in Land area","1965","%","16.67",""
"San Marino","Share in Land area","1964","%","16.67",""
"San Marino","Share in Land area","1963","%","16.67",""
"San Marino","Share in Land area","1962","%","16.67",""
"San Marino","Share in Land area","1961","%","16.67",""
"San Marino","Area per capita","2021","ha/cap","0.07",""
"San Marino","Area per capita","2020","ha/cap","0.07",""
"San Marino","Area per capita","2019","ha/cap","0.07",""
"San Marino","Area per capita","2018","ha/cap","0.07",""
"San Marino","Area per capita","2017","ha/cap","0.07",""
"San Marino","Area per capita","2016","ha/cap","0.07",""
"San Marino","Area per capita","2015","ha/cap","0.07",""
"San Marino","Area per capita","2014","ha/cap","0.03",""
"San Marino","Area per capita","2013","ha/cap","0.03",""
"San Marino","Area per capita","2012","ha/cap","0.03",""
"San Marino","Area per capita","2011","ha/cap","0.03",""
"San Marino","Area per capita","2010","ha/cap","0.03",""
"San Marino","Area per capita","2009","ha/cap","0.03",""
"San Marino","Area per capita","2008","ha/cap","0.03",""
"San Marino","Area per capita","2007","ha/cap","0.03",""
"San Marino","Area per capita","2006","ha/cap","0.03",""
"San Marino","Area per capita","2005","ha/cap","0.03",""
"San Marino","Area per capita","2004","ha/cap","0.03",""
"San Marino","Area per capita","2003","ha/cap","0.04",""
"San Marino","Area per capita","2002","ha/cap","0.04",""
"San Marino","Area per capita","2001","ha/cap","0.04",""
"San Marino","Area per capita","2000","ha/cap","0.04",""
"San Marino","Area per capita","1999","ha/cap","0.04",""
"San Marino","Area per capita","1998","ha/cap","0.04",""
"San Marino","Area per capita","1997","ha/cap","0.04",""
"San Marino","Area per capita","1996","ha/cap","0.04",""
"San Marino","Area per capita","1995","ha/cap","0.04",""
"San Marino","Area per capita","1994","ha/cap","0.04",""
"San Marino","Area per capita","1993","ha/cap","0.04",""
"San Marino","Area per capita","1992","ha/cap","0.04",""
"San Marino","Area per capita","1991","ha/cap","0.04",""
"San Marino","Area per capita","1990","ha/cap","0.04",""
"San Marino","Area per capita","1989","ha/cap","0.04",""
"San Marino","Area per capita","1988","ha/cap","0.04",""
"San Marino","Area per capita","1987","ha/cap","0.04",""
"San Marino","Area per capita","1986","ha/cap","0.04",""
"San Marino","Area per capita","1985","ha/cap","0.05",""
"San Marino","Area per capita","1984","ha/cap","0.05",""
"San Marino","Area per capita","1983","ha/cap","0.05",""
"San Marino","Area per capita","1982","ha/cap","0.05",""
"San Marino","Area per capita","1981","ha/cap","0.05",""
"San Marino","Area per capita","1980","ha/cap","0.05",""
"San Marino","Area per capita","1979","ha/cap","0.05",""
"San Marino","Area per capita","1978","ha/cap","0.05",""
"San Marino","Area per capita","1977","ha/cap","0.05",""
"San Marino","Area per capita","1976","ha/cap","0.05",""
"San Marino","Area per capita","1975","ha/cap","0.05",""
"San Marino","Area per capita","1974","ha/cap","0.05",""
"San Marino","Area per capita","1973","ha/cap","0.05",""
"San Marino","Area per capita","1972","ha/cap","0.05",""
"San Marino","Area per capita","1971","ha/cap","0.05",""
"San Marino","Area per capita","1970","ha/cap","0.06",""
"San Marino","Area per capita","1969","ha/cap","0.05",""
"San Marino","Area per capita","1968","ha/cap","0.05",""
"San Marino","Area per capita","1967","ha/cap","0.06",""
"San Marino","Area per capita","1966","ha/cap","0.06",""
"San Marino","Area per capita","1965","ha/cap","0.06",""
"San Marino","Area per capita","1964","ha/cap","0.06",""
"San Marino","Area per capita","1963","ha/cap","0.06",""
"San Marino","Area per capita","1962","ha/cap","0.06",""
"San Marino","Area per capita","1961","ha/cap","0.06",""
"Sao Tome and Principe","Area","2021","1000 ha","42.00",""
"Sao Tome and Principe","Area","2020","1000 ha","41.00",""
