"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","GOOSE A , NF","71816","08501900","1941-1990","","Maximum Daily Value","mm","6.6","","26.2","","24.4","","30.2","","29.0","","69.6","","66.8","","79.2","","44.2","","44.7","","36.8","","26.2","","79.2","","-9999.9","1"
"CANADA","GOOSE A , NF","71816","08501900","1941-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195820","","196805","","195331","","197604","","196425","","196330","","198115","","195316","","197001","","196826","","195028","","198107","","-9999","","-9999",""
"CANADA","GOOSE A , NF","71816","08501900","1941-1990","","Mean Monthly Value","mm","1.3","","3.9","","4.1","","14.7","","46.0","","97.0","","119.4","","98.3","","87.2","","57.7","","21.0","","6.6","","557.3","","557.2",""
"CANADA","GOOSE A , NF","71816","08501900","1941-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","GOOSE A , NF","71816","08501900","1941-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","","Mean Daily Value","mm","2.2","","2.3","","4.4","","7.9","","10.9","","19.1","","21.4","","20.5","","22.4","","19.3","","13.9","","6.8","","35.4","","-9999.9","1"
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","","Maximum Daily Value","mm","20.6","","16.0","","14.0","","34.5","","31.8","","59.4","","56.6","","53.3","","66.8","","49.0","","62.7","","25.1","","66.8","","-9999.9","1"
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195517","","194209","","195806","","197505","","195104","","198028","","196126","","196421","","195521","","194702","","194715","","198109","","-9999","","-9999",""
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","","Mean Monthly Value","mm","4.4","","3.7","","8.5","","19.5","","38.8","","85.5","","88.2","","83.2","","85.2","","64.4","","35.8","","13.3","","530.5","","530.5",""
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CARTWRIGHT , NF","71818","08501100","1934-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","","Mean Daily Value","mm","5.8","","6.5","","8.7","","16.6","","23.1","","30.0","","28.8","","29.0","","35.0","","27.2","","19.9","","12.8","","48.3","","-9999.9","1"
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","","Maximum Daily Value","mm","23.7","","38.8","","25.7","","41.0","","51.6","","72.4","","50.1","","48.6","","68.8","","49.2","","47.2","","79.3","","79.3","","-9999.9","1"
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197928","","198827","","197225","","198611","","199030","","198507","","197731","","198916","","197912","","198104","","198803","","198107","","-9999","","-9999",""
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","","Mean Monthly Value","mm","12.7","","9.0","","17.1","","39.7","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1"
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","06","Number of Years used to Calculate Normal","mm","20","","20","","20","","20","","20","","20","","20","","20","","20","","21","","21","","21","","-9999.9","1","-9999.9","1"
"CANADA","ST ANTHONY , NF","71819","08403401","1970-1990","15","Number of Years used to Calculate Normal","mm","20","","20","","20","","20","","19","","19","","19","","18","","18","","18","","19","","19","","-9999.9","1","-9999.9","1"
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","","Mean Daily Value","mm","0.3","","0.5","","1.9","","3.6","","12.8","","20.8","","25.0","","21.3","","22.5","","11.9","","6.5","","2.1","","34.8","","-9999.9","1"
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","","Maximum Daily Value","mm","4.8","","6.9","","11.7","","16.2","","46.7","","39.4","","61.4","","43.0","","48.8","","21.6","","36.1","","10.2","","61.4","","-9999.9","1"
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198628","","197602","","197621","","198325","","196425","","197813","","198121","","199117","","197204","","199125","","196724","","197627","","-9999","","-9999",""
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","","Mean Monthly Value","mm","0.4","","0.8","","2.7","","9.2","","38.9","","82.9","","110.9","","91.4","","89.9","","34.3","","11.9","","2.7","","476.0","","476.0",""
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","WABUSH LAKE A , NF","71825","08504175","1960-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","29","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","SCHEFFERVILLE A , QC","71828","07117825","1948-1990","","Mean Daily Value","mm","0.1","","0.1","","1.3","","3.3","","8.7","","17.2","","24.9","","20.2","","20.7","","10.2","","4.6","","1.0","","32.4","","-9999.9","1"
"CANADA","SCHEFFERVILLE A , QC","71828","07117825","1948-1990","","Maximum Daily Value","mm","24.6","","2.8","","10.6","","23.4","","29.5","","51.3","","54.4","","48.5","","45.2","","34.3","","34.8","","5.8","","54.4","","-9999.9","1"
"CANADA","SCHEFFERVILLE A , QC","71828","07117825","1948-1990","","Mean Monthly Value","mm","0.2","","0.2","","1.8","","7.0","","24.9","","63.7","","103.0","","86.9","","79.2","","25.7","","8.4","","1.2","","402.2","","402.2",""
"CANADA","SCHEFFERVILLE A , QC","71828","07117825","1948-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","SCHEFFERVILLE A , QC","71828","07117825","1948-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","29","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","","Mean Daily Value","mm","0.8","","1.7","","6.7","","11.4","","20.8","","23.6","","32.2","","27.8","","24.8","","16.4","","11.0","","2.8","","43.4","","-9999.9","1"
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","","Maximum Daily Value","mm","9.4","","19.4","","27.9","","45.2","","79.0","","62.0","","71.1","","65.3","","51.3","","46.5","","34.3","","16.4","","79.0","","-9999.9","1"
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","193909","","198118","","195130","","193826","","196229","","194118","","193813","","193920","","196204","","194204","","196412","","198416","","-9999","","-9999",""
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","","Mean Monthly Value","mm","1.3","","2.4","","11.8","","25.4","","61.1","","87.9","","101.9","","91.3","","91.9","","56.2","","22.9","","3.6","","557.7","","557.7",""
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","KAPUSKASING A , ON","71831","06073975","1937-1990","15","Number of Years used to Calculate Normal","mm","30","","29","","30","","30","","30","","30","","30","","30","","30","","29","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","","Mean Daily Value","mm","0.8","","1.0","","4.9","","10.7","","14.5","","20.9","","30.3","","22.4","","22.4","","19.9","","10.3","","1.7","","42.4","","-9999.9","1"
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","","Maximum Daily Value","mm","19.1","","18.0","","23.1","","28.4","","42.4","","58.6","","122.2","","42.4","","74.2","","65.0","","23.0","","22.6","","122.2","","-9999.9","1"
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195610","","195520","","196618","","198806","","196527","","199003","","198606","","196425","","198519","","198313","","198717","","198416","","-9999","","-9999",""
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","","Mean Monthly Value","mm","1.0","","1.6","","8.0","","20.4","","43.3","","74.1","","102.5","","82.3","","82.6","","60.4","","21.1","","2.7","","499.8","","500.0",""
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","-9999.9","1","-9999.9","1"
"CANADA","MOOSONEE , ON","71836","06075425","1932-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","29","","30","","30","","30","","29","","30","","30","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","","Mean Daily Value","mm","0.0","","0.1","","4.4","","9.2","","19.9","","25.2","","27.3","","27.6","","24.5","","17.3","","6.7","","2.0","","40.2","","-9999.9","1"
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","","Maximum Daily Value","mm","2.0","","2.5","","24.5","","30.0","","62.7","","58.8","","63.8","","48.0","","99.3","","41.4","","36.6","","16.0","","99.3","","-9999.9","1"
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","193905","","194716","","197726","","194028","","196931","","197728","","198205","","196824","","194120","","196809","","194707","","194911","","-9999","","-9999",""
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","","Mean Monthly Value","mm","0.0","","0.1","","8.1","","18.3","","58.3","","87.6","","96.9","","89.9","","81.1","","51.6","","8.9","","2.0","","502.9","","502.8",""
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","06","Number of Years used to Calculate Normal","mm","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","-9999.9","1","-9999.9","1"
"CANADA","ARMSTRONG A , ON","71841","06040325","1938-1982","15","Number of Years used to Calculate Normal","mm","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","22","","21","","-9999.9","1","-9999.9","1"
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","","Mean Daily Value","mm","0.3","","0.3","","3.6","","11.4","","19.1","","27.3","","30.1","","24.8","","21.7","","15.1","","5.4","","1.1","","41.9","","-9999.9","1"
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","","Maximum Daily Value","mm","2.8","","7.9","","13.7","","39.5","","40.1","","78.7","","69.9","","70.8","","115.8","","60.2","","24.9","","7.9","","115.8","","-9999.9","1"
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198611","","195414","","197629","","198523","","194331","","194129","","196118","","198517","","194120","","195102","","193802","","196717","","-9999","","-9999",""
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","","Mean Monthly Value","mm","0.3","","0.4","","5.9","","24.2","","56.1","","96.2","","93.5","","87.6","","80.1","","45.2","","8.8","","1.3","","499.7","","499.6",""
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SIOUX LOOKOUT A , ON","71842","06037775","1938-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","","Mean Daily Value","mm","0.1","","0.3","","3.2","","9.2","","18.9","","24.1","","27.0","","27.3","","24.5","","13.0","","4.4","","0.7","","39.9","","-9999.9","1"
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","","Maximum Daily Value","mm","1.0","","3.6","","20.5","","51.8","","48.3","","47.8","","88.9","","91.4","","73.7","","53.2","","19.3","","8.6","","91.4","","-9999.9","1"
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198816","","198416","","197919","","198523","","195926","","196926","","194729","","196428","","194306","","197931","","194805","","196717","","-9999","","-9999",""
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","","Mean Monthly Value","mm","0.0","","0.3","","4.6","","18.8","","56.5","","90.0","","105.8","","97.3","","80.1","","37.5","","6.8","","0.9","","498.7","","498.6",""
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","06","Number of Years used to Calculate Normal","mm","27","","27","","24","","26","","25","","26","","27","","27","","25","","27","","28","","26","","-9999.9","1","-9999.9","1"
"CANADA","PICKLE LAKE , ON","71845","06016525","1930-1990","15","Number of Years used to Calculate Normal","mm","23","","24","","22","","24","","24","","25","","26","","26","","25","","25","","24","","24","","-9999.9","1","-9999.9","1"
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","","Mean Daily Value","mm","0.1","","0.0","","1.5","","5.6","","11.1","","20.5","","25.7","","22.9","","22.0","","12.5","","2.9","","1.1","","38.1","","-9999.9","1"
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","","Maximum Daily Value","mm","0.8","","0.3","","16.0","","33.0","","28.6","","60.9","","75.2","","84.1","","83.8","","36.8","","20.4","","14.5","","84.1","","-9999.9","1"
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196401","","196404","","199015","","194825","","197917","","198322","","195203","","195529","","197301","","196111","","199021","","198202","","-9999","","-9999",""
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","","Mean Monthly Value","mm","0.0","","0.0","","1.8","","10.2","","29.0","","67.8","","89.5","","82.4","","70.3","","30.5","","3.7","","1.3","","386.7","","386.5",""
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BIG TROUT LAKE , ON","71848","06010738","1939-1990","15","Number of Years used to Calculate Normal","mm","29","","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","KENORA A , ON","71850","06034075","1938-1990","","Mean Daily Value","mm","0.4","","0.5","","4.6","","10.8","","16.9","","31.9","","31.3","","31.0","","25.9","","13.1","","3.2","","0.8","","51.3","","-9999.9","1"
"CANADA","KENORA A , ON","71850","06034075","1938-1990","","Maximum Daily Value","mm","3.2","","9.8","","19.8","","33.3","","36.8","","69.8","","128.3","","92.5","","108.0","","46.5","","21.3","","29.7","","128.3","","-9999.9","1"
"CANADA","KENORA A , ON","71850","06034075","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198816","","198416","","196028","","197421","","199122","","198921","","197029","","197220","","198106","","194004","","194407","","195103","","-9999","","-9999",""
"CANADA","KENORA A , ON","71850","06034075","1938-1990","","Mean Monthly Value","mm","0.4","","0.9","","6.2","","22.0","","53.1","","100.1","","89.9","","83.8","","71.9","","38.0","","5.4","","1.1","","472.7","","472.8",""
"CANADA","KENORA A , ON","71850","06034075","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","KENORA A , ON","71850","06034075","1938-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","29","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","","Mean Daily Value","mm","0.3","","0.4","","3.9","","12.5","","20.3","","27.8","","27.0","","29.5","","20.1","","11.5","","3.6","","1.4","","48.3","","-9999.9","1"
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","","Maximum Daily Value","mm","3.8","","7.6","","30.0","","36.0","","60.2","","69.8","","69.1","","83.8","","65.0","","74.4","","17.0","","21.8","","83.8","","-9999.9","1"
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194420","","195823","","194525","","198630","","197825","","198421","","194229","","196211","","194103","","194910","","194802","","198202","","-9999","","-9999",""
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","","Mean Monthly Value","mm","0.3","","0.4","","5.9","","26.4","","57.8","","83.8","","72.0","","75.3","","50.9","","24.6","","5.3","","1.6","","404.4","","404.3",""
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","WINNIPEG INT'L A , MB","71852","05023222","1938-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","-9999.9","1","-9999.9","1"
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","","Mean Daily Value","mm","0.1","","0.3","","3.6","","10.0","","18.0","","25.2","","25.6","","26.8","","24.9","","13.3","","3.3","","0.6","","39.2","","-9999.9","1"
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","","Maximum Daily Value","mm","1.0","","5.4","","25.6","","43.4","","42.9","","46.5","","110.2","","54.9","","61.5","","74.9","","22.4","","7.5","","110.2","","-9999.9","1"
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198403","","198415","","199015","","194821","","196407","","199113","","194829","","197411","","197709","","197006","","195217","","198202","","-9999","","-9999",""
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","","Mean Monthly Value","mm","0.0","","0.3","","5.8","","19.2","","48.2","","92.4","","87.6","","86.4","","72.8","","37.1","","4.8","","0.6","","455.4","","455.2",""
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","06","Number of Years used to Calculate Normal","mm","26","","26","","26","","27","","26","","26","","27","","27","","27","","27","","27","","27","","-9999.9","1","-9999.9","1"
"CANADA","RED LAKE A , ON","71854","06016975","1930-1990","15","Number of Years used to Calculate Normal","mm","26","","26","","26","","26","","25","","26","","27","","27","","27","","27","","26","","27","","-9999.9","1","-9999.9","1"
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","","Mean Daily Value","mm","0.3","","0.2","","2.3","","9.6","","17.3","","25.7","","26.5","","22.9","","25.9","","11.5","","1.9","","0.7","","47.9","","-9999.9","1"
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","","Maximum Daily Value","mm","6.4","","3.8","","52.1","","40.4","","61.5","","100.3","","90.9","","74.9","","83.3","","51.3","","12.2","","6.4","","100.3","","-9999.9","1"
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195309","","195823","","194526","","196316","","194227","","195618","","196415","","198512","","197518","","195321","","195605","","197308","","-9999","","-9999",""
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","","Mean Monthly Value","mm","0.3","","0.2","","3.6","","15.1","","47.7","","77.3","","69.3","","63.3","","60.7","","25.5","","2.7","","0.7","","366.3","","366.4",""
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","DAUPHIN A , MB","71855","05040680","1942-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","","Mean Daily Value","mm","0.3","","0.5","","2.7","","7.5","","12.0","","17.6","","17.7","","22.0","","19.8","","7.9","","1.6","","0.6","","32.7","","-9999.9","1"
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","","Maximum Daily Value","mm","1.8","","9.4","","15.8","","41.1","","35.8","","38.4","","37.0","","55.4","","64.8","","29.4","","5.6","","2.7","","64.8","","-9999.9","1"
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197520","","198120","","198127","","197528","","198802","","198728","","198222","","199108","","197518","","198927","","198714","","198110","","-9999","","-9999",""
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","","Mean Monthly Value","mm","0.3","","0.5","","3.8","","13.4","","40.4","","59.6","","56.2","","54.1","","48.2","","15.2","","2.2","","0.7","","294.7","","294.6",""
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","06","Number of Years used to Calculate Normal","mm","25","","26","","26","","26","","26","","26","","26","","26","","26","","26","","26","","26","","-9999.9","1","-9999.9","1"
"CANADA","BROADVIEW , SK","71861","04010879","1965-1990","15","Number of Years used to Calculate Normal","mm","25","","26","","26","","26","","26","","26","","26","","26","","25","","26","","26","","26","","-9999.9","1","-9999.9","1"
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","","Mean Daily Value","mm","0.6","","0.9","","2.7","","9.2","","17.4","","21.1","","26.8","","20.3","","18.0","","7.0","","1.3","","0.5","","38.9","","-9999.9","1"
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","","Maximum Daily Value","mm","3.8","","6.9","","19.4","","31.5","","47.8","","66.0","","91.7","","76.4","","66.8","","32.0","","12.4","","6.4","","91.7","","-9999.9","1"
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196817","","196125","","199012","","197528","","195502","","195917","","197411","","198516","","195103","","195820","","194703","","194607","","-9999","","-9999",""
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","","Mean Monthly Value","mm","0.6","","0.9","","3.7","","18.4","","50.7","","67.0","","61.1","","53.2","","40.9","","15.4","","2.1","","0.7","","314.9","","314.7",""
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ESTEVAN A , SK","71862","04012400","1944-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","REGINA A , SK","71863","04016560","1883-1990","","Mean Daily Value","mm","0.5","","0.4","","2.3","","7.1","","17.9","","24.7","","20.7","","15.1","","12.9","","7.6","","1.3","","0.5","","39.5","","-9999.9","1"
"CANADA","REGINA A , SK","71863","04016560","1883-1990","","Maximum Daily Value","mm","4.4","","7.1","","17.8","","31.4","","57.2","","160.3","","76.5","","78.7","","79.8","","35.0","","20.8","","9.7","","160.3","","-9999.9","1"
"CANADA","REGINA A , SK","71863","04016560","1883-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198428","","195303","","197619","","198519","","191116","","188715","","190927","","194227","","188710","","198112","","192312","","192111","","-9999","","-9999",""
"CANADA","REGINA A , SK","71863","04016560","1883-1990","","Mean Monthly Value","mm","0.5","","0.5","","3.2","","13.2","","47.9","","67.3","","58.9","","40.0","","32.7","","13.6","","2.0","","0.6","","280.5","","280.4",""
"CANADA","REGINA A , SK","71863","04016560","1883-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","REGINA A , SK","71863","04016560","1883-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","","Mean Daily Value","mm","0.4","","0.4","","1.7","","7.2","","17.6","","23.2","","19.3","","13.1","","12.8","","6.5","","1.2","","0.4","","35.3","","-9999.9","1"
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","","Maximum Daily Value","mm","2.8","","3.8","","8.9","","38.6","","72.6","","80.5","","43.6","","39.1","","52.8","","30.8","","5.6","","4.8","","80.5","","-9999.9","1"
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198428","","196307","","196729","","195519","","198228","","194413","","198320","","197414","","196712","","198112","","198505","","197527","","-9999","","-9999",""
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","","Mean Monthly Value","mm","0.4","","0.5","","2.4","","14.6","","44.6","","59.5","","54.1","","34.8","","32.4","","12.2","","1.7","","0.5","","257.5","","257.7",""
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","MOOSE JAW A , SK","71864","04015320","1943-1990","15","Number of Years used to Calculate Normal","mm","29","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","","Mean Daily Value","mm","0.2","","0.3","","1.8","","6.3","","17.6","","21.5","","24.3","","17.8","","14.8","","7.9","","1.3","","0.6","","39.2","","-9999.9","1"
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","","Maximum Daily Value","mm","1.5","","6.2","","8.4","","30.0","","64.4","","39.4","","63.4","","94.2","","41.4","","39.5","","8.6","","4.9","","94.2","","-9999.9","1"
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196823","","198120","","198130","","197528","","197724","","197105","","197805","","196606","","198421","","198112","","198301","","198925","","-9999","","-9999",""
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","","Mean Monthly Value","mm","0.3","","0.4","","2.7","","11.2","","44.9","","66.5","","66.5","","46.9","","36.9","","14.8","","2.5","","0.8","","294.5","","294.4",""
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","06","Number of Years used to Calculate Normal","mm","26","","26","","26","","26","","26","","26","","26","","26","","27","","27","","26","","27","","-9999.9","1","-9999.9","1"
"CANADA","WYNYARD , SK","71865","04019035","1939-1990","15","Number of Years used to Calculate Normal","mm","26","","26","","26","","26","","26","","26","","25","","26","","26","","27","","26","","27","","-9999.9","1","-9999.9","1"
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","","Mean Daily Value","mm","0.4","","0.2","","0.9","","5.4","","16.8","","23.5","","22.2","","14.2","","11.9","","4.0","","1.6","","0.7","","36.6","","-9999.9","1"
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","","Maximum Daily Value","mm","4.0","","1.5","","9.7","","25.7","","51.3","","96.6","","72.4","","84.3","","43.7","","41.7","","12.7","","8.4","","96.6","","-9999.9","1"
